Key,Language,Search Engine,Publication Year,Author,Title,Journal,Pages,Issue,Volume,Notes from Screening,Screened by,Study Area Region,Study Area Continent,Studied Taxa - Kingdom,Studied Taxa - Phylum,Studied Taxa - Class,Studied Taxa - Order,Studied Taxa - Family,Studied Taxa - Genus,Study Taxa - Species,Species of Conservation Concern?,Non-Native Species?,Topic Notes (if other),Analyses Notes (if other),Data Type Notes (if other),iNaturalist Data Role,iNaturalist Projects,No tags because,Notes,Entered by,Assigned to,Study Area Country,Paper Topic,Analyses Conducted,iNaturalist Data Type
Q4RJSQUP,english,Google Scholar,2018,"Pinzari, Manuela; Cianferoni, Fabio; Martellos, Stefano; Dioli, Paride","Zelus renardii (Kolenati, 1856), a newly established alien species in Italy (Hemiptera: Reduviidae, Harpactorinae)",Fragmenta entomologica,31–35,1,50,pretty sure,Corey,NA,Europe,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,renardii,No,Yes,NA,NA,NA,Minor Data Source,No,NA,"I'm not sure if the data role should be minor or major. The authors review 10 articles, and one of them is focused on iNat. Since these are the articles they found related to citizen science in Africa, and one of the uses iNat, maybe it can be 'Major'; Brittany: it is hard to know how impactful that one paper was on the study, I agree with you assessment",Levi,Levi,Italy,"Species Distribution/Range, Biology/Behavior",Descriptive,Observation Data
Q5UMS5NN,english,Google Scholar,2023,"O'Leary, Nataly; Moroni, Pablo; Lu-Irving, Patricia; Mirra, Fabiana; Olmstead, Richard G","Salimenaea and Troncosoa (Verbenaceae, Lantaneae), Two New Monotypic Genera from Southern South America",Novon: A Journal for Botanical Nomenclature,95–107,1,31,NA,Brittany,NA,South America,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,"Salimenaea, Troncosoa","integrifolia, seriphioides",Yes,No,NA,NA,NA,Minor Data Source,No,NA,"Difficult to know how many records from iNat they used, but in any case it could be consider Major",Sam,Sam,"Argentina, Bolivia",Species Discovery,Image Analysis,Imagery
Q5W3IJHY,english,Google Scholar,2021,"Maritz, Bryan; Rawoot, Aadam; van Huyssteen, Ryan",Testing assertions of dietary specialisation: a case study of the diet of Aparallactus capensis,African Journal of Herpetology,61–67,1,70,"In doubt: iNat is described as an example but not sure if it can be considered heavily discussed; Brittany: I cannot access this article, but if doubt then we will keep it as relevant for now",Sam,Bogot�,South America,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Could Not Determine,No,NA,NA,Flo,Levi,Colombia,Education/Community Engagement,Descriptive,None or Could Not Determine
Q6DHGQ9B,english,Google Scholar,2023,"Havinga, Ilan; Marcos, Diego; Bogaart, Patrick; Massimino, Dario; Hein, Lars; Tuia, Devis",Social media and deep learning reveal specific cultural preferences for biodiversity,People and Nature,981–998,3,5,NA,Brittany,Great Britain,Europe,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,curvatum,Yes,No,visual classification,NA,NA,Major Data Source,No,NA,"one part of the paper is about 4 threatened bird species but the other millions of obs they used aren't, not sure if I should write yes for conservation concern. Brittany: Since they have a section in their paper about threatened species, I would say ""yes"" for conservation concern.",Sam,Sam,United Kingdom,"Data Quality/Comparison, Other","Descriptive, Image Analysis","Observation Data, Imagery, User Information"
Q6PS9I64,english,Google Scholar,2023,"Malaney, Jason L; Wilford, Caroline R; Woods, Jonathan T; Christman, Bruce L; Jennings, Randy D; Chambers, Carol L; Zahratka, Jennifer L; Liphardt, Schuyler W; Demboski, John R; Cook, Joseph A",Wagering with an incomplete deckârefining conservation plans for the New Mexico Meadow Jumping Mouse (Zapus luteus luteus),Journal of Mammalogy,gyad049,1,3,NA,Brittany,Yucat�n,North America,Animalia,Chordata,Mammalia,Rodentia,Zapodidae,Zapus,hudsonius,Yes,No,NA,NA,NA,Minor Data Source,No,NA,Only 3 records from iNat,Flo,Brittany,"United States of America, Canada",Species Distribution/Range,Species Distribution,Observation Data
Q6UNZZQF,english,Google Scholar,2023,"Van Tam, Truong; An, Tran Hoang; Quy, Nguyen Nhat; Hill, David Edwin",First record for the jumping spider Thorelliola ensifera in Vietnam (Araneae: Salticidae: Euophryini: Australphryni),Peckhamia,001-3,1,293,"In doubt: observations on iNat corroborate a pattern (increase in the number of observations in the region); Brittany: I see iNaturalist mentioned in the methods and results, so I think this is relevant",Brittany,Lima,Asia,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Thorelliola,ensifera,No,No,NA,NA,NA,Major Data Source,No,NA,The studied species is native from Peru but has been introduced in the region of Lima,Brittany,Brittany,Vietnam,Species Distribution/Range,Species Distribution,Observation Data
Q7FEU6IX,english,Google Scholar,2023,"Kunwar, Ripu M; Thapa-Magar, Khum B; Subedi, Suresh C; Kutal, Durga H; Baral, Bikash; Joshi, Nabin R; Adhikari, Binaya; Upadhyaya, Kul S; Thapa-Magar, Santosh; Ansari, Abdul S; others","Distribution of important medicinal plant species in Nepal under past, present, and future climatic conditions",Ecological Indicators,109879,126,146,NA,Brittany,NA,Asia,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,ciliata,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Thomas,Thomas,Nepal,"Species Distribution/Range, Climate Change/Environmental Impact",Species Distribution,Observation Data
Q7KXZ9PA,spanish,Google Scholar,2021,"Guerrero-Casado, José; Mármol-Melendo, Manuel; Bellido, Francisco S; López-Guerrero, Sofía; Llorca, Ana B; Canós-Burguete, Marta; Torrijo-Salesa, Mizar; Camacho, Agustín",ActualizaciÃ³n de la distribuciÃ³n de los reptiles de la provincia de CÃ³rdoba: prioridades de especies y lugares a muestrear,Rev. Soc. Cord. Hist. Nat. ISSN,5591,8,2659,In doubt: they use the R package spocc which retrieves data from iNat but the data then are not properly cited; Brittany - we can keep this as relevant for now but may have to exlcude it later if we cannot confirm that iNat data was used or how it was used,Flo,Córdoba,Europe,Animalia,Chordata,Reptilia,Squamata,Apidae,Scaptotrigona,mexicana,Yes,Yes,NA,NA,NA,Major Data Source,No,NA,"Difficult to know how many records from iNat they used, but in any case it could be consider Major",Flo,Flo,Spain,"Species Distribution/Range, Biodiversity/Population Assessment","Species Distribution, Population Measure",Observation Data
Q7NTFV4B,english,Google Scholar,2021,"Malhotra, Anita; Wüster, Wolfgang; Owens, John Benjamin; Hodges, Cameron Wesley; Jesudasan, Allwin; Ch, Gnaneswar; Kartik, Ajay; Christopher, Peter; Louies, Jose; Naik, Hiral; others",Promoting co-existence between humans and venomous snakes through increasing the herpetological knowledge base,Toxicon: X,100081,5,12,"In doubt: they refer to a record to explain the morphology of the species; Brittany - I agree with ""yes"" for now",Shawn,NA,Africa,Animalia,Chordata,Reptilia,Squamata,"Colubridae, Elapidae","Dendroaspis, Dispholidus","polylepis, typus",No,No,NA,NA,NA,Minor Data Source,No,NA,"I tagged 'Indonesia' as country because the study is based there but the record from iNat seems to be from Brazil; Brittany: in that case, the study area should be Brazil",Simon,Simon,Brazil,Biology/Behavior,Descriptive,Observation Data
Q7VVZ7ZJ,english,Google Scholar,2016,"NARDI, GIANLUCA; SPADA, LAURA","Two alien Heteroptera from a nature reserve in northern Italy (Hemiptera: Coreidae, Pentatomidae)",Bollettino dell’Associazione Romana di Entomologia,1–14,4-Jan,71,NA,Thomas,NA,Europe,Animalia,Arthropoda,Insecta,Hemiptera,"Coreidae, Pentatomidae","Leptoglossus, Halyomorpha","Leptoglossus occidentalis, Halyomorpha halys",No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Quentin,Quentin,Italy,Species Distribution/Range,Species Distribution,Observation Data
Q7ZMFCKI,english,Google Scholar,2020,"Farina, Priscilla; Mazza, Giuseppe; Benvenuti, Claudia; Cutino, Ilaria; Giannotti, Paolo; Conti, Barbara; Bedini, Stefano; Gargani, Elisabetta","Biological notes and distribution in Southern Europe of Aclees taiwanensis KÈno, 1933 (Coleoptera: Curculionidae): a new pest of the fig tree",Insects,5,1,12,NA,Brittany,NA,Europe,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Aclees,taiwanensis,No,Yes,NA,NA,NA,Major Data Source,No,NA,NA,Baasanmunkh,Munkh,Mexico,Species Distribution/Range,"Descriptive, Species Distribution",Observation Data
Q8EYFQ89,english,Google Scholar,2020,"Chedad, Abdelwahab; Bendjoudi, Djamel; Guezoul, Omar",Expansion of some species of the Fringillidae family in the Algerian Northern Sahara,Current Trends in Natural Sciences,92–99,18,9,one observation to inform range expansion/or possible error,Colleen,Ghardaïa region,Africa,Animalia,Chordata,Aves,Passeriformes,Fringillidae,NA,NA,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Marina,Marina,Algeria,Species Distribution/Range,Species Distribution,Observation Data
QA9V3QK4,english,Google Scholar,2022,"Zhang, Guiming",Detecting and visualizing observation hot-spots in massive volunteer-contributed geographic data across spatial scales using GPU-accelerated kernel density estimation,ISPRS International Journal of Geo-Information,55,1,11,NA,Brittany,Quer�taro,North America,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,Main Data Source,Yes,NA,The projects are https://www.inaturalist.org/projects/biodiversidad-del-jardin-botanico-regional-de-cadereyta and https://www.inaturalist.org/projects/biodiversidad-del-jardin-botanico-regional-de-cadereyta and https://www.inaturalist.org/projects/fenologia-de-la-coleccion-cientifica-del-jardin-botanico-regional-de-cadereyta,Flo,Mark,Mexico,"Education/Community Engagement,
Biodiversity/Population Assessment","Descriptive,
Population Measure",Observation Data
QABMHI9N,english,Google Scholar,2018,"Miller, Sara E; Bluher, Sarah E; Bell, Emily; Cini, Alessandro; Silva, Rafael Carvalho da; Souza, André Rodrigues; Gandia, Kristine M; Jandt, Jennifer; Loope, Kevin; Prato, Amanda; others",WASPnest: a worldwide assessment of social Polistine nesting behavior,Ecology,2405,NA,10,unsure how this one ended up being picked up?,Corey,Huelva,Europe,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,NA,NA,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Levi,Levi,Spain,Biology/Behavior,Image Analysis,Imagery
QBD3MESJ,spanish,Google Scholar,2021,"Dueñas, Manuel R; Valencia, Jorge H; Franco-Mena, Daniela","ActualizaciÃ³n de la distribuciÃ³n geogrÃ¡fica de la serpiente Ã­ndigo Drymarchon corais (Boie, 1827) en la AmazonÃ­a ecuatoriana",ACI Avances en Ciencias e Ingenierías,14–14,2,13,NA,Flo,Ecuadorian Amazon,South America,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,corais,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Flo,Flo,Ecuador,Species Distribution/Range,Species Distribution,Observation Data
QC4IW9FP,english,Google Scholar,2022,"Ericsson, Linus; Gouk, Henry; Loy, Chen Change; Hospedales, Timothy M","Self-supervised representation learning: Introduction, advances, and challenges",IEEE Signal Processing Magazine,42–62,3,39,NA,Brittany,NA,South America,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,Siphanta,acuta,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Shawan,Shawan,Chile,Data Quality/Comparison,Image Analysis,Imagery
QDK556DW,english,Google Scholar,2023,"Mulvaney, Michael; Booksmythe, Isobel",Gang-gang Cockatoo diet as assessed by camera images and written records,Revista Mexicana de Biodiversidad,008-15,NA,47,NA,Brittany,Llanos de Ojuelos,Oceania,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Callocephalon,fimbriatum,No,No,NA,NA,NA,Major Data Source,Yes,NA,NA,Brittany,Brittany,Australia,"Species Distribution/Range, Biology/Behavior","Image Analysis, Species Distribution","Observation Data, Imagery"
QDTRVRZ8,english,Google Scholar,2021,"Kaunang, Jovita F; Collins, Graham A; Barclay, Maxwell VL; Mendel, Howard; Morris, MG; Collier, Martin J; Bantock, Tristan","Lixus iridis Olivier (Curculionidae) in Surrey, now established in Britain",The Coleopterist,113-117,3,30,NA,Jackson,Surrey,Europe,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Lixus,iridis,No,Yes,Ethnobotany,NA,NA,Minor Data Source,No,NA,"No project, but the records are compiled on iNat through the tag ""tes BCS""",Thomas,Thomas,United Kingdom,Species Distribution/Range,Species Distribution,Observation Data
QEFKRD4V,english,Google Scholar,2021,"Gural-Sverlova, Nina; Gural, Roman",Cornu aspersum (Gastropoda: Helicidae) in Western Ukraine with an overview of introduced species of land molluscs from this area,Malacologica Bohemoslovaca,123–135,NA,20,NA,Jackson,Chiapas,Europe,Animalia,Mollusca,Gastropoda,Stylommatophora,"Viperidae, Elapidae",NA,NA,No,Yes,NA,NA,NA,Minor Data Source,No,NA,"Difficult to know how many records from iNat they used, but in any case it could be consider Major",Simon,Simon,Ukraine,Species Distribution/Range,"Descriptive, Species Distribution",Observation Data
QFWDI3CJ,english,Google Scholar,2022,"Chan, Kin Onn; Sind, Law Ing; Thong, Law Ingg; Ananthanarayanan, Sankar; Rasu, Shivaram; Aowphol, Anchalee; Rujirawan, Attapol; Anuar, Shahrul; Mulcahy, Daniel; Grismer, Jesse L; others","Phylogeography of mangrove pit vipers (Viperidae, Trimeresurus erythrurus-purpureomaculatus complex)",Zoologica Scripta,664–675,6,51,NA,Sam,Albacete,Europe,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,sinaiticum,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Flo,Levi,Spain,Species Distribution/Range,Species Distribution,Observation Data
QG7UTA9L,english,Google Scholar,2022,"Hamilton, Healy; Smyth, Regan L; Young, Bruce E; Howard, Timothy G; Tracey, Christopher; Breyer, Sean; Cameron, D Richard; Chazal, Anne; Conley, Amy K; Frye, Charlie; others",Increasing taxonomic diversity and spatial resolution clarifies opportunities for protecting US imperiled species,Ecological Applications,e2534,3,32,NA,Brittany,Navarra,North America,"Animalia, Plantae",Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,bidentata,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Corey,Corey,United States of America,"Species Distribution/Range, Biodiversity/Population Assessment",Species Distribution,Observation Data
QG8CNL5K,english,Google Scholar,2021,"Starr, Greg D; Davis, Tristan J; Quintanilla, José A Villareal",A cryptic new species of Agave (Asparagaceae/Agavoideae) and an amplified description of Agave tenuifolia,Cactus and Succulent Journal,273–285,4,93,obs used,Mark,NA,North America,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Echinoagave,"tenuifolia, cryptica",No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,Mexico,Species Distribution/Range,Species Distribution,Observation Data
QGE9APZF,english,Google Scholar,2022,"Hilliam, Kyle; Tuck, Ian D",Range expansion of the invasive portunid crab Charybdis japonica in New Zealand,New Zealand Journal of Marine and Freshwater Research,1–17,2,19,NA,Brittany,Veracruz,Oceania,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,japonica,No,Yes,NA,NA,NA,Major Data Source,No,NA,"Difficult to know how many records from iNat they used, but in any case it could be consider Major",Brittany,Brittany,New Zealand,Species Distribution/Range,Species Distribution,Observation Data
QGKTJGI6,english,Google Scholar,2022,"Brugnera, Ricardo; Lima, Yan; Grazia, Jocelia; Schwertner, Cristiano Feldens","Occurrence of the yellow-spotted stink bug Erthesina fullo (Thunberg)(Hemiptera: Pentatomidae) in Brazil, a polyphagous species from Asia",Neotropical Entomology,325–329,2,51,In doubt: they downloaded data from iNat but it's not clear if they use it; Brittany: I think we should consider this relevant for now,Brittany,NA,South America,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Erthesina,fullo,No,Yes,Roadkills in tropical vs temperate regions,NA,NA,Major Data Source,No,NA,Major data source for iNaturalist even though they only use a few observations because iNaturalist was responsible for documenting the species in new countries for the first time,Brittany,Brittany,Brazil,Species Distribution/Range,Species Distribution,Observation Data
QGSN86ED,english,Google Scholar,2022,"Riego del Castillo, Virginia; Sánchez-González, Lidia; Campazas-Vega, Adrián; Strisciuglio, Nicola",Vision-Based Module for Herding with a Sheepdog Robot,Sensors,5321,14,22,NA,Brittany,Oxaca,North America,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,"familiaris, lupus",No,No,Image classification,NA,NA,Main Data Source,No,NA,NA,Brittany,Brittany,Mexico,Other,Image Analysis,Imagery
QH4A7FF4,english,Google Scholar,2020,"Liu, Yuntao; Dou, Yong; Qiao, Peng",Beyond top-n accuracy indicator: a comprehensive evaluation indicator of cnn models in image classification,IET Computer Vision,407–414,6,14,NA,Brittany,Chiapas,North America,Animalia,Chordata,Mammalia,NA,NA,NA,NA,Yes,No,computer science machine learning,machine learning models,NA,Major Data Source,No,NA,NA,Corey,Corey,Mexico,Other,"Other, Image Analysis",Imagery
QHCIFXTA,english,Google Scholar,2021,"Bennett-Smith, Morgan F; Majoris, John E; Titus, Benjamin M; Berumen, Michael L","Clownfish hosting anemones (Anthozoa, Actiniaria) of the Red Sea: new associations and distributions, historical misidentifications, and morphological variability",Marine Biodiversity Records,1–15,1,14,NA,Jackson,Red Sea,"Africa, Asia",Animalia,Cnidaria,Anthozoa,Actiniaria,Sturnidae,Sturnus,vulgaris,No,Yes,NA,NA,NA,Major Data Source,No,NA,NA,Thomas,Thomas,Mexico,"Species Distribution/Range, Biology/Behavior","Descriptive, Species Distribution","Observation Data, Imagery"
QHTXVTBV,english,Google Scholar,2020,"van Nieukerken, Erik J; Eiseman, Charles S","Splitting the leafmining shield-bearer moth genus Antispila HÃ¼bner (Lepidoptera, Heliozelidae): North American species with reduced venation placed in Aspilanta new genus, with a review of heliozelid morphology",ZooKeys,105–161,2,957,In doubt: they downloaded data from iNat but it's not clear if they use it. Brittany: keep as relevant for now,Flo,NA,North America,Animalia,Arthropoda,Insecta,Lepidoptera,Heliozelidae,Aspilanta,NA,No,Yes,Taxonomy of a new genus.,NA,NA,Minor Data Source,No,NA,Difficult to know how many records from iNat they used or if any of these were the ones used to describe the new species,Nadja,Nadja,Costa Rica,"Species Distribution/Range, Other",Descriptive,Observation Data
